date,server,slug,item,side,price_min,price_max,price_weighted_mean,price_weighted_median,quantity_total,pct_10,pct_30,pct_50,pct_70,pct_90
2025-10-20,devaloka,primeredmeatt1,Prime Red Meat,sell,0.12,0.99,0.6668108622759449,0.67,24157,0.2,0.6654199126930826,0.67,0.67,0.8676344449134656
2025-10-20,devaloka,prismaticscarab,Prismatic Scarab,sell,999.0,3984.0,1958.869180327869,1231.0,122,1092.8,1199.65,1231.0,1784.1999999999998,2833.4000000000005
2025-10-20,devaloka,pristinebearclawt1,Pristine Bear Claw,sell,396.0,1098.0,840.7357512953367,850.78125,193,498.3,771.6571428571428,850.78125,911.09375,971.40625
2025-10-20,devaloka,pristinebearpeltt1,Pristine Bear Pelt,sell,45.0,45.0,45.0,45.0,14,45.0,45.0,45.0,45.0,45.0
2025-10-20,devaloka,pristinewolfclawt1,Pristine Wolf Claw,sell,2.2,88.99,8.845794314381271,5.0,2392,2.2368367346938776,2.4809183673469386,5.0,13.514405594405591,14.991789976133653
2025-10-20,devaloka,proficiencyboostert5,Powerful Proficiency Boost,sell,50.96,67.5,56.76248579545455,55.21142857142858,704,50.9824,51.72,55.21142857142858,58.82,67.30681818181819
2025-10-20,devaloka,pumpkinseeds,Pumpkin Seeds,sell,0.5,10.0,3.294576442368388,1.75,7921,0.5,1.523626404494382,1.75,3.5660114503816773,8.99107457212714
2025-10-20,devaloka,pumpkint5,Pumpkin,sell,5.0,19.0,7.44724409448819,6.003658536585366,508,5.193538461538462,5.324,6.003658536585366,6.762239999999999,7.99195744680851
2025-10-20,devaloka,pureresint1,Pure Resin,sell,2300.0,6999.84,4069.3640909090905,3999.0,44,2419.4,3079.46,3999.0,4775.799999999999,5955.200000000001
2025-10-20,devaloka,putridbarkt1,Putrid Bark,sell,17.6,19.0,18.446153846153845,18.15714285714286,65,17.6,17.6,18.15714285714286,18.52857142857143,18.9
2025-10-20,devaloka,pvp_perkitem1,Tonic of Judah,sell,48.0,84.0,58.69230769230769,49.16666666666666,39,48.0,48.0875,49.16666666666666,50.0,82.05
2025-10-20,devaloka,pvp_perkitem10,Carthago Tonic,sell,125.0,149.0,138.8050704225352,136.59854838709677,71,125.95454545454544,131.79345161290323,136.59854838709677,140.4918,146.547
2025-10-20,devaloka,pvp_perkitem11,Zebulun's Charm,sell,95.0,162.0,128.48387096774192,100.0,62,95.0,100.0,100.0,152.64,160.08
2025-10-20,devaloka,pvp_perkitem12,Superos Charm,sell,499.0,2999.0,1042.2112676056338,803.3571428571429,71,499.0,499.4125,803.3571428571429,999.0,1461.4555555555569
2025-10-20,devaloka,pvp_perkitem2,Tonic of Nehemiah,sell,18.0,26.0,19.96169491525424,19.528676470588238,59,18.21679411764706,18.872735294117646,19.528676470588238,19.902105263157896,19.96421052631579
2025-10-20,devaloka,pvp_perkitem3,Ruby Tonic,sell,20.0,20.0,20.0,20.0,24,20.0,20.0,20.0,20.0,20.0
2025-10-20,devaloka,pvp_perkitem5,Astra Tonic,sell,50.0,50.0,50.0,50.0,27,50.0,50.0,50.0,50.0,50.0
2025-10-20,devaloka,pvp_perkitem6,Tonic of Minerva,sell,139.99,189.0,165.84157894736842,147.5,19,140.553625,142.933375,147.5,164.3,180.76666666666668
2025-10-20,devaloka,pvp_perkitem7,Brown Tonic,sell,40.99,69.0,43.1119696969697,40.99,66,40.99,40.99,40.99,40.99,40.99
2025-10-20,devaloka,pvp_perkitem8,Tonic of Tyrannis,sell,193.0,431.0,210.1115384615385,195.3571428571429,78,193.0,193.68571428571428,195.3571428571429,196.87272727272727,207.562
2025-10-20,devaloka,quartermastersnotest1,Quartermaster's Notes,sell,222.0,10000.0,952.6428571428572,990.2631578947368,84,356.6666666666667,776.5714285714286,990.2631578947368,994.6842105263158,999.1052631578948
2025-10-20,devaloka,rabbitseasontotem,Defiled Rabbit's Foot,sell,105.0,404.0,187.82392128279884,155.7418,1372,120.8,121.8,155.7418,287.25714285714287,298.0
2025-10-20,devaloka,rabbitsfoott1,Rabbit's Foot,sell,140.0,149.9,149.83360784313726,149.89334210526314,255,146.46932432432433,149.89065789473682,149.89334210526314,149.89602631578947,149.8987105263158
2025-10-20,devaloka,rabbitt1,Sumptuous Rabbit,sell,198.98,250.0,228.4741860465116,226.13636363636363,86,199.8,220.0,226.13636363636363,230.3798,249.68
2025-10-20,devaloka,ragehidet1,Ragehide,sell,2.0,8.0,3.753427213822894,3.9221477079796254,11575,2.360692840646651,3.8042359932088288,3.9221477079796254,4.040059422750424,4.157971137521223
2025-10-20,devaloka,rapiercharmt1,Steel Rapier Charm,sell,38.0,65.0,47.09756097560975,40.0,41,38.2,40.0,40.0,46.59999999999999,63.0625
2025-10-20,devaloka,rapiercharmt2,Starmetal Rapier Charm,sell,124.0,610.0,176.26315789473685,129.8181818181818,38,124.9,129.12727272727273,129.8181818181818,145.0,254.40000000000003
2025-10-20,devaloka,rapiercharmt3,Orichalcum Rapier Charm,sell,750.0,2500.0,1350.7954545454545,880.0,44,762.0,824.0,880.0,1371.8181818181818,2211.818181818182
2025-10-20,devaloka,rapiercharmt4,Reinforced Steel Rapier Charm,sell,4.0,36.59,18.35333333333333,5.0,9,4.0,4.0,5.0,24.49999999999999,35.874500000000005
